Time;Dev. Time;Source;RSRP/TxP;RSRQ/PL;CC;NR-ARFCN;PCI;Num;SFN;Slot;HARQ;MCS;Mod;TBS;RB;Layers;CRC;ReTx;RV;MIMO;CQI;PMI-i11;PMI-i12;PMI-i13;PMI-i2;RI;LI;CRI;SAI;BWP;Type;RSRP 1;RSRP 2;RSRP 3;RSRP 4;Info;Info
11:39:39.121;09:39:32.036-2026/02/04;MAC DCI UL_0_1;;;0;;;1;606;12;12;20;;;;;;;;;;;;;;;;;5;0;;;;;;LEVEL_1;UL Car: 0
11:39:39.121;09:39:32.040-2026/02/04;PUSCH;;;0;;;1;606;19;12;20;256Q;285;3;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:39:39.121;09:39:32.040-2026/02/04;CSI Report;;;;;;1;606;19;;;;;;;;;;;15;4;0;;0;3;;0;;;;-;-;-;-;N1=2;N2=1;O1=4;O2=1;CBM=1;;CarId:0;RepId:0;Type:A;Bits(X1:3;X2:1)
11:39:40.856;09:39:33.764-2026/02/04;L2 UL TB;;;0;Short BSR;R:PHR;BSR;B:PHR;BSR;606;19;12;;0;5;285;0;;;;;;;;;;;;;;;;;;;;Periodic Expiry BSR;LC:0;Ix:0(<=0 bytes)
11:39:39.434;09:39:32.336-2026/02/04;MAC DCI UL_0_1;;;0;;;1;636;12;13;20;;;;;;;;;;;;;;;;;5;0;;;;;;LEVEL_1;UL Car: 0
11:39:39.434;09:39:32.340-2026/02/04;PUSCH;;;0;;;1;636;19;13;20;256Q;285;3;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:39:39.434;09:39:32.340-2026/02/04;CSI Report;;;;;;1;636;19;;;;;;;;;;;15;5;0;1;0;1;;0;;;;-;-;-;-;N1=2;N2=1;O1=4;O2=1;CBM=1;;CarId:0;RepId:0;Type:A;Bits(X1:4;X2:1)
11:39:40.856;09:39:33.764-2026/02/04;L2 UL TB;;;0;Short BSR;R:PHR;BSR;B:PHR;BSR;636;19;13;;0;5;285;0;;;;;;;;;;;;;;;;;;;;Periodic Expiry BSR;LC:0;Ix:0(<=0 bytes)
11:39:39.762;09:39:32.640-2026/02/04;MAC DCI UL_0_1;;;0;;;1;666;16;14;20;;;;;;;;;;;;;;;;;5;0;;;;;;LEVEL_1;UL Car: 0
11:39:39.762;09:39:32.644-2026/02/04;PUSCH;;;0;;;1;667;3;14;20;256Q;285;3;;;New;0;SISO;;;;;;;;;;;;;;;;;
11:39:39.762;09:39:32.644-2026/02/04;CSI Report;;;;;;1;667;3;;;;;;;;;;;15;7;0;0;1;1;;0;;;;-;-;-;-;N1=2;N2=1;O1=4;O2=1;CBM=1;;CarId:0;RepId:0;Type:A;Bits(X1:4;X2:1)
11:39:40.856;09:39:33.764-2026/02/04;L2 UL TB;;;0;Short BSR;R:PHR;BSR;B:PHR;BSR;667;3;14;;0;5;285;0;;;;;;;;;;;;;;;;;;;;Periodic Expiry BSR;LC:0;Ix:0(<=0 bytes)
11:39:40.012;09:39:32.940-2026/02/04;MAC DCI UL_0_1;;;0;;;1;696;16;15;17;;;;;;;;;;;;;;;;;5;0;;;;;;LEVEL_1;UL Car: 0
11:39:40.012;09:39:32.944-2026/02/04;PUSCH;;;0;;;1;697;3;15;17;64Q;165;2;;;New;0;SISO;;;;;;;;;;;;;;;;;
